video_id,title,publishedAt,publishtime,views,likes,comments,duration,subscriber_count,duration_seconds,duration_minutes,video_type,thumbnail_url
nCps1Z_uTes,"I Bought 1,000 lbs of LOST MAIL Packages (FINALE)",26-07-2025,14:30:37Z,2113377,53591,10967,PT29M32S,7260000,1772,30,Full Video,https://i.ytimg.com/vi/nCps1Z_uTes/hqdefault.jpg
Ypjup_5sowM,How many POPMART boxes until I get a SECRET?!,15-07-2025,13:15:10Z,638214,21917,276,PT58S,7260000,58,1,Shorts,https://i.ytimg.com/vi/Ypjup_5sowM/hqdefault.jpg
8rqjjQLQOUQ,I Bought EVERY POPMART Mystery Box,12-07-2025,14:30:08Z,4534189,77959,3990,PT49M54S,7260000,2994,50,Full Video,https://i.ytimg.com/vi/8rqjjQLQOUQ/hqdefault.jpg
#NAME?,I Bought DISCONTINUED FOOD From Our Childhood,28-06-2025,14:30:00Z,2457585,47264,3456,PT27M30S,7260000,1650,28,Full Video,https://i.ytimg.com/vi/-eK4l7LVeyQ/hqdefault.jpg
e8wo4WlPt5Q,I Bought EVERY Tiktok Mystery Box,21-06-2025,14:30:25Z,2950013,61795,2669,PT29M24S,7260000,1764,29,Full Video,https://i.ytimg.com/vi/e8wo4WlPt5Q/hqdefault.jpg
sTQHJCkAj1Q,I Investigated Ai SCAM Products,07-06-2025,14:30:29Z,6228065,130507,7302,PT26M59S,7260000,1619,27,Full Video,https://i.ytimg.com/vi/sTQHJCkAj1Q/hqdefault.jpg
JuTMcEG_jq4,I Tested UNREALISTIC Pinterest Hair,24-05-2025,14:30:24Z,1952532,41311,1732,PT16M13S,7260000,973,16,Full Video,https://i.ytimg.com/vi/JuTMcEG_jq4/hqdefault.jpg
z5hY-Zdz9bI,What Design will this BURN AWAY SHIRT Reveal?!,17-05-2025,13:01:43Z,1102526,31534,281,PT27S,7260000,27,0,Shorts,https://i.ytimg.com/vi/z5hY-Zdz9bI/hqdefault.jpg
e5NMV4U790o,I Tested TOP YOUTUBER Products,10-05-2025,14:30:33Z,3225812,58779,3374,PT35M6S,7260000,2106,35,Full Video,https://i.ytimg.com/vi/e5NMV4U790o/hqdefault.jpg
huywVCJvqn4,I Tested VIRAL Beauty Products you won’t believe,03-05-2025,14:30:21Z,3837261,50879,2797,PT20M54S,7260000,1254,21,Full Video,https://i.ytimg.com/vi/huywVCJvqn4/hqdefault.jpg
v56xk82HBbo,What My Dresses Would Look Like as People? #Sponsored #DreamScreenAI,28-04-2025,21:01:03Z,1017651,31071,,PT38S,7260000,38,1,Shorts,https://i.ytimg.com/vi/v56xk82HBbo/hqdefault.jpg
4IUMN2jApkM,I Painted a LOUIS VUITTON Bag in 5 MIN vs 5 HOURS vs 5 DAYS,19-04-2025,14:30:03Z,1506297,37396,2607,PT19M7S,7260000,1147,19,Full Video,https://i.ytimg.com/vi/4IUMN2jApkM/hqdefault.jpg
MtKTM2XHKks,How I keep my PINK HAIR off the floor! The ultimate robot vacuum assistant #ad,13-04-2025,23:01:09Z,615420,13022,150,PT44S,7260000,44,1,Shorts,https://i.ytimg.com/vi/MtKTM2XHKks/hqdefault.jpg
FrLeSRpAnbM,I Tested VIRAL Tiktok CANDY You Won’t Believe,12-04-2025,14:30:15Z,6104909,87070,5342,PT24M28S,7260000,1468,24,Full Video,https://i.ytimg.com/vi/FrLeSRpAnbM/hqdefault.jpg
hOkMz8UaDfs,World's BIGGEST Crocs vs World's SMALLEST Crocs,07-04-2025,14:30:31Z,1890874,36866,152,PT18S,7260000,18,0,Shorts,https://i.ytimg.com/vi/hOkMz8UaDfs/hqdefault.jpg
a3sIFY8LqKs,I Tested EVERY Mystery Box Website (part 2),05-04-2025,14:30:00Z,6149731,92145,4766,PT47M42S,7260000,2862,48,Full Video,https://i.ytimg.com/vi/a3sIFY8LqKs/hqdefault.jpg
rA6pRsD2OEs,Dressing as VEGGIES in the WORLD’S LARGEST SHOPPING CART,31-03-2025,23:55:45Z,3901884,102438,455,PT31S,7260000,31,1,Shorts,https://i.ytimg.com/vi/rA6pRsD2OEs/hqdefault.jpg
43KNkiVlC1E,I Bought EVERY CROCS Charm (aka JIBBITZ),29-03-2025,14:30:01Z,2120449,31939,2420,PT21M19S,7260000,1279,21,Full Video,https://i.ytimg.com/vi/43KNkiVlC1E/hqdefault.jpg
Wxgkda9YiHw,"I Bought the SAME DRESS for $30, $300, $3,000",22-03-2025,14:30:25Z,3094339,74282,2596,PT15M13S,7260000,913,15,Full Video,https://i.ytimg.com/vi/Wxgkda9YiHw/hqdefault.jpg
xZNOwulyD7E,I Bought from EVERY LIVE Stream SHOPPING App,15-03-2025,14:30:34Z,3380826,57207,2612,PT26M56S,7260000,1616,27,Full Video,https://i.ytimg.com/vi/xZNOwulyD7E/hqdefault.jpg
xQxY-ByqP-U,Testing PINTEREST Vacation spots: Lake Edition,06-03-2025,00:04:11Z,1002215,32341,387,PT23S,7260000,23,0,Shorts,https://i.ytimg.com/vi/xQxY-ByqP-U/hqdefault.jpg
Qd8VkPq3Avo,I got my SCAM Dresses FIXED by a Seamstress,01-03-2025,15:30:13Z,2747496,90014,2830,PT16M37S,7260000,997,17,Full Video,https://i.ytimg.com/vi/Qd8VkPq3Avo/hqdefault.jpg
mI4menWw2lc,I Created GIANT VIRAL BEAUTY Products,22-02-2025,15:30:17Z,7380059,72419,5072,PT26M9S,7260000,1569,26,Full Video,https://i.ytimg.com/vi/mI4menWw2lc/hqdefault.jpg
FMuJeIFzHq4,WHAT color is THE DRESS ???,20-02-2025,15:58:56Z,5372207,174347,10437,PT30S,7260000,30,0,Shorts,https://i.ytimg.com/vi/FMuJeIFzHq4/hqdefault.jpg
ZsmrwMTFEUk,Investigating UNREALISTIC Ai Products,15-02-2025,15:30:19Z,8265370,137058,7863,PT30M50S,7260000,1850,31,Full Video,https://i.ytimg.com/vi/ZsmrwMTFEUk/hqdefault.jpg
370PVGH49D0,I Bought the MOST UNUSUAL TIKTOK Nails,01-02-2025,15:30:02Z,4540978,55978,2540,PT24M32S,7260000,1472,25,Full Video,https://i.ytimg.com/vi/370PVGH49D0/hqdefault.jpg
nyC6e3O705g,When SMOKE DYED Clothes get WET ?!,27-01-2025,15:30:17Z,1214157,36901,114,PT29S,7260000,29,0,Shorts,https://i.ytimg.com/vi/nyC6e3O705g/hqdefault.jpg
no0xoyJIt1I,I Tested UNUSUAL Viral Tiktok Candy,25-01-2025,15:30:18Z,9225117,101640,7583,PT20M38S,7260000,1238,21,Full Video,https://i.ytimg.com/vi/no0xoyJIt1I/hqdefault.jpg
nMAY8KKSo0I,"Can YOU GUESS $100 vs $10,000 Outfit?!",20-01-2025,15:30:17Z,5588099,187007,264,PT37S,7260000,37,1,Shorts,https://i.ytimg.com/vi/nMAY8KKSo0I/hqdefault.jpg
7xc_OAfs62Y,"I Bought the SAME OUTFIT for $100, $1000, $10,000",18-01-2025,15:30:02Z,4897779,92920,3026,PT27M23S,7260000,1643,27,Full Video,https://i.ytimg.com/vi/7xc_OAfs62Y/hqdefault.jpg
07M7KzXuWiU,Will SMOKE Tie-DYE this T-Shirt?!,11-01-2025,15:30:00Z,4769475,204270,163,PT31S,7260000,31,1,Shorts,https://i.ytimg.com/vi/07M7KzXuWiU/hqdefault.jpg
9U6K_FvLq7A,Attempting to Finish EVERY DIY Project I've Started..,04-01-2025,15:30:02Z,2508742,59648,2126,PT16M52S,7260000,1012,17,Full Video,https://i.ytimg.com/vi/9U6K_FvLq7A/hqdefault.jpg
klZvWPOQ0Ek,"$1,200 SWAROVSKI Advent Calendar (DAY 24)",24-12-2024,15:07:55Z,1989072,148625,1093,PT1M19S,7260000,79,1,Shorts,https://i.ytimg.com/vi/klZvWPOQ0Ek/hqdefault.jpg
JAEvOhnHFO0,$600 BEAUTY ADVENT CALENDAR - Opening ENTIRE thing! (Day 23),23-12-2024,15:30:04Z,4289077,259238,590,PT1M13S,7260000,73,1,Shorts,https://i.ytimg.com/vi/JAEvOhnHFO0/hqdefault.jpg
#NAME?,$600 TIFFANY Advent Calendar (DAY 22),22-12-2024,15:30:00Z,1004136,57605,1240,PT1M16S,7260000,76,1,Shorts,https://i.ytimg.com/vi/-bkiBANqgs8/hqdefault.jpg
X0QBPxTIKZg,I Bought 10 UNUSUAL Beauty Products,21-12-2024,14:30:12Z,5046112,67753,2953,PT15M47S,7260000,947,16,Full Video,https://i.ytimg.com/vi/X0QBPxTIKZg/hqdefault.jpg
hbdbQ7uZG2M,Opening ENTIRE $300 LUSH Advent Calendar (DAY 20),20-12-2024,15:30:21Z,1186987,68561,503,PT1M55S,7260000,115,2,Shorts,https://i.ytimg.com/vi/hbdbQ7uZG2M/hqdefault.jpg
JqwovnaeY1o,Opening ENTIRE Advent Calendar: JEWELRY Theme (DAY 19),19-12-2024,15:30:08Z,932803,62550,309,PT47S,7260000,47,1,Shorts,https://i.ytimg.com/vi/JqwovnaeY1o/hqdefault.jpg
P_WfJWEqr3E,Opening ENTIRE MAC Beauty Advent Calendar (day 18),18-12-2024,15:30:14Z,886284,62053,331,PT1M19S,7260000,79,1,Shorts,https://i.ytimg.com/vi/P_WfJWEqr3E/hqdefault.jpg
9O0GKAUk8Cs,Opening ENTIRE Barbie Advent Calendar (day 19),17-12-2024,16:24:52Z,1355320,81939,401,PT51S,7260000,51,1,Shorts,https://i.ytimg.com/vi/9O0GKAUk8Cs/hqdefault.jpg
JdefkMELsWQ,SCAMMED by FAKE LEGO Advent Calendar?? (Day 16),15-12-2024,19:37:47Z,964117,54944,394,PT53S,7260000,53,1,Shorts,https://i.ytimg.com/vi/JdefkMELsWQ/hqdefault.jpg
sbIZUDL5_mE,Opening ENTIRE TAYLOR SWIFT Advent Calendar (day 14),14-12-2024,15:30:17Z,2608776,130603,778,PT1M36S,7260000,96,2,Shorts,https://i.ytimg.com/vi/sbIZUDL5_mE/hqdefault.jpg
OZbM5IRCKqY,I Bought #1 Products From Our Childhood *every decade*,14-12-2024,14:30:08Z,6539556,61621,4218,PT30M14S,7260000,1814,30,Full Video,https://i.ytimg.com/vi/OZbM5IRCKqY/hqdefault.jpg
9sIE01DvWWY,TEMU SLIME Advent Calendar: Opening ENTIRE Advent every day until Christmas (Day 13),13-12-2024,18:22:19Z,901915,56499,752,PT1M41S,7260000,101,2,Shorts,https://i.ytimg.com/vi/9sIE01DvWWY/hqdefault.jpg
yMGAmlKXX64,SHEIN Beauty Advent Calendar: Opening ENTIRE Advent Every day until Christmas (Day 11),12-12-2024,01:04:47Z,1216337,77577,369,PT1M1S,7260000,61,1,Shorts,https://i.ytimg.com/vi/yMGAmlKXX64/hqdefault.jpg
wlZ4_E_REDs,CROCS Advent Calendar! Opening ENTIRE Calendar EVERY DAY (Day 10),10-12-2024,18:31:09Z,8485642,293421,452,PT35S,7260000,35,1,Shorts,https://i.ytimg.com/vi/wlZ4_E_REDs/hqdefault.jpg
YLlED-x5sN0,CUTEST Charm Bracelet Advent Calendar! (Day 9),09-12-2024,16:09:57Z,3076818,208877,570,PT45S,7260000,45,1,Shorts,https://i.ytimg.com/vi/YLlED-x5sN0/hqdefault.jpg
JqSvtIHz4xU,Opening ENTIRE MINI BRANDS Advent Calendar (Day 8),08-12-2024,18:33:29Z,1156204,71699,325,PT54S,7260000,54,1,Shorts,https://i.ytimg.com/vi/JqSvtIHz4xU/hqdefault.jpg
hkk4wngUcII,Opening ENTIRE ADVENT CALENDAR (Day 7) Ulta Makeup theme,08-12-2024,01:38:40Z,1215867,80835,262,PT48S,7260000,48,1,Shorts,https://i.ytimg.com/vi/hkk4wngUcII/hqdefault.jpg
YY4WKNKD9Ho,I Bought EVERY DYSON Product,07-12-2024,17:30:10Z,5299091,69819,3145,PT1H9M30S,7260000,4170,70,Full Video,https://i.ytimg.com/vi/YY4WKNKD9Ho/hqdefault.jpg
1sLULa6Roo0,BUILD-A-BEAR Advent Calendar! Opening ENTIRE advent every day until Christmas (day 6),06-12-2024,15:00:01Z,1539999,86247,343,PT1M2S,7260000,62,1,Shorts,https://i.ytimg.com/vi/1sLULa6Roo0/hqdefault.jpg
cPgBpP9KIBs,NAILS 💅 Advent Calendar: Opening and ENTIRE Advent EVERY DAY until Christmas (day 5),05-12-2024,20:54:28Z,2715598,127709,290,PT43S,7260000,43,1,Shorts,https://i.ytimg.com/vi/cPgBpP9KIBs/hqdefault.jpg
JNONw_epaQs,Opening ENTIRE ADVENT CALENDAR: Funko Pop (day 4),04-12-2024,15:00:17Z,962869,66822,542,PT47S,7260000,47,1,Shorts,https://i.ytimg.com/vi/JNONw_epaQs/hqdefault.jpg
108xkjUzIa8,Opening ENTIRE ADVENT CALENDAR: Sephora edition (day 3),03-12-2024,15:00:01Z,1334933,86873,367,PT49S,7260000,49,1,Shorts,https://i.ytimg.com/vi/108xkjUzIa8/hqdefault.jpg
OPhzEtqjawc,WICKED ADVENT CALENDAR: the WORST calendar EVER??,02-12-2024,18:05:12Z,1209750,71624,464,PT1M2S,7260000,62,1,Shorts,https://i.ytimg.com/vi/OPhzEtqjawc/hqdefault.jpg
YAWJSl3zipI,Opening ENTIRE ADVENT CALENDAR: ALL PINK theme (day 1),01-12-2024,22:57:08Z,2080655,109378,400,PT51S,7260000,51,1,Shorts,https://i.ytimg.com/vi/YAWJSl3zipI/hqdefault.jpg
8BPxgu3XGTo,I Bought the SAME CLOTHES from Different Decades,30-11-2024,14:30:03Z,3327089,56451,2982,PT38M8S,7260000,2288,38,Full Video,https://i.ytimg.com/vi/8BPxgu3XGTo/hqdefault.jpg
QoiT79hLEUs,I Tested EVERY Mystery Box Website (part 1),16-11-2024,14:30:11Z,11086750,154284,7865,PT43M29S,7260000,2609,43,Full Video,https://i.ytimg.com/vi/QoiT79hLEUs/hqdefault.jpg
k7Fo6FXlejA,"I Bought the SAME DRESS for $15, $50, $500, $5000",09-11-2024,14:30:19Z,11598178,255198,8294,PT21M36S,7260000,1296,22,Full Video,https://i.ytimg.com/vi/k7Fo6FXlejA/hqdefault.jpg
zpz0O2hFGYw,I Stayed in BARBIE Themed Airbnbs,02-11-2024,13:30:38Z,2479434,40294,3512,PT28M8S,7260000,1688,28,Full Video,https://i.ytimg.com/vi/zpz0O2hFGYw/hqdefault.jpg
xozQWedEcJc,Will this smoke DYE my DRESS?,29-10-2024,22:41:38Z,71820610,2736251,2536,PT38S,7260000,38,1,Shorts,https://i.ytimg.com/vi/xozQWedEcJc/hqdefault.jpg
KTorl1F9uN4,DRESS TO IMPRESS In Real Life,26-10-2024,13:30:12Z,6884555,84427,5458,PT20M39S,7260000,1239,21,Full Video,https://i.ytimg.com/vi/KTorl1F9uN4/hqdefault.jpg
qlRBxgO4U_I,I Tested 15 UNUSUAL BEAUTY Products,19-10-2024,13:30:36Z,7580731,84616,3687,PT20M40S,7260000,1240,21,Full Video,https://i.ytimg.com/vi/qlRBxgO4U_I/hqdefault.jpg
JUvQIV3PQ1w,I made your favorite candy GIANT,15-10-2024,23:49:14Z,6757773,210294,684,PT34S,7260000,34,1,Shorts,https://i.ytimg.com/vi/JUvQIV3PQ1w/hqdefault.jpg
co5UnLrvEb0,I Created GIANT CANDY that you can ACTUALLY EAT,12-10-2024,13:30:31Z,6526620,65405,5542,PT28M3S,7260000,1683,28,Full Video,https://i.ytimg.com/vi/co5UnLrvEb0/hqdefault.jpg
E0GxLmH0ZbM,Recreating UNREALISTIC PINTEREST Photos NYC,03-10-2024,20:21:49Z,1763160,97274,302,PT55S,7260000,55,1,Shorts,https://i.ytimg.com/vi/E0GxLmH0ZbM/hqdefault.jpg
x6kydcOmOts,ALL the LOST LUGGAGE I have ever bought (Compilation),28-09-2024,15:32:50Z,1426952,29777,1338,PT1H13M39S,7260000,4419,74,Full Video,https://i.ytimg.com/vi/x6kydcOmOts/hqdefault.jpg
x2Sq6aA5AVU,I Bought VINTAGE vs NEW Beauty Products,21-09-2024,13:30:28Z,6476396,63894,3470,PT34M1S,7260000,2041,34,Full Video,https://i.ytimg.com/vi/x2Sq6aA5AVU/hqdefault.jpg
QU_VkUq5juE,I Thrift Shopped the RICHEST CITY vs POOREST CITY,14-09-2024,14:00:31Z,4234788,83979,2638,PT17M45S,7260000,1065,18,Full Video,https://i.ytimg.com/vi/QU_VkUq5juE/hqdefault.jpg
goJXBhbpiZI,I Tested UNREALISTIC Custom Nails,31-08-2024,14:30:27Z,4877261,66890,10384,PT22M24S,7260000,1344,22,Full Video,https://i.ytimg.com/vi/goJXBhbpiZI/hqdefault.jpg
GaSz-hwiopI,#airbnbpartner LIFE-SIZED POLLY POCKET Icon. Thanks to @Airbnb for sponsoring & flying us in!,26-08-2024,18:55:12Z,2459373,77028,289,PT34S,7260000,34,1,Shorts,https://i.ytimg.com/vi/GaSz-hwiopI/hqdefault.jpg
Cs0pnZh723s,Customizing iPhones and Giving them Away! 🔴 LIVE EXPERIENCE 🔴,24-08-2024,00:34:41Z,1362971,16796,6278,PT1H21M5S,7260000,4865,81,Full Video,https://i.ytimg.com/vi/Cs0pnZh723s/hqdefault.jpg
#NAME?,I Shopped at SECRET STORES,17-08-2024,14:30:00Z,3315883,70689,4045,PT20M13S,7260000,1213,20,Full Video,https://i.ytimg.com/vi/-YpaSnU1EDI/hqdefault.jpg
ABRaUlJBcsY,VINTAGE Preppy vs NEW Preppy,03-08-2024,14:30:07Z,6178853,85060,9566,PT27M35S,7260000,1655,28,Full Video,https://i.ytimg.com/vi/ABRaUlJBcsY/hqdefault.jpg
u9Egtt1g3gk,I SHRUNK Everything in my Kitchen,29-07-2024,14:30:17Z,2579464,82085,649,PT39S,7260000,39,1,Shorts,https://i.ytimg.com/vi/u9Egtt1g3gk/hqdefault.jpg
lWPhEDwdPEs,I Bought the World's RAREST Fashion,27-07-2024,14:30:17Z,3033049,75847,3408,PT13M47S,7260000,827,14,Full Video,https://i.ytimg.com/vi/lWPhEDwdPEs/hqdefault.jpg
V3RDqRwkUho,Customizing CROCS & Giving Them Away!  🔴 LIVE STREAM 🔴,20-07-2024,00:34:57Z,546122,9184,2332,PT1H21M47S,7260000,4907,82,Full Video,https://i.ytimg.com/vi/V3RDqRwkUho/hqdefault.jpg
qN9dL5IMHuA,Styling my 6 WEIRDEST CROCS,15-07-2024,12:45:05Z,5529725,165743,859,PT14S,7260000,14,0,Shorts,https://i.ytimg.com/vi/qN9dL5IMHuA/hqdefault.jpg
pM2RIFs78pY,I Created GIANT BEAUTY PRODUCTS that ACTUALLY WORK,13-07-2024,14:30:17Z,8617057,102834,7807,PT21M11S,7260000,1271,21,Full Video,https://i.ytimg.com/vi/pM2RIFs78pY/hqdefault.jpg
ouBhzqQmheg,I Bought EVERY CROCS,06-07-2024,14:30:30Z,7450064,105518,5841,PT29M59S,7260000,1799,30,Full Video,https://i.ytimg.com/vi/ouBhzqQmheg/hqdefault.jpg
3NiLj-Dt6Qc,Pink hair is BACK 💖,02-07-2024,14:30:01Z,1382611,63480,1258,PT7S,7260000,7,0,Shorts,https://i.ytimg.com/vi/3NiLj-Dt6Qc/hqdefault.jpg
hLKyJvD3dd0,I Bought TIKTOK SHOP vs TEMU Lost Mail,29-06-2024,14:30:13Z,5843385,94571,4177,PT24M13S,7260000,1453,24,Full Video,https://i.ytimg.com/vi/hLKyJvD3dd0/hqdefault.jpg
VpNq1VmOuvY,Testing Viral Tiktok Art Hacks! 🔴 LIVE STREAM 🔴,22-06-2024,00:13:55Z,1540094,16661,4448,PT1H6M57S,7260000,4017,67,Full Video,https://i.ytimg.com/vi/VpNq1VmOuvY/hqdefault.jpg
Oxq5K1O1Q2A,I went on an UNREALISTIC PINTEREST VACATION (again),15-06-2024,14:30:14Z,7554709,121972,5744,PT25M45S,7260000,1545,26,Full Video,https://i.ytimg.com/vi/Oxq5K1O1Q2A/hqdefault.jpg
lTXFKo2xZlA,I Bought Nostalgic MINI PRODUCTS that Actually Work!,08-06-2024,14:30:16Z,3036501,55884,3324,PT13M12S,7260000,792,13,Full Video,https://i.ytimg.com/vi/lTXFKo2xZlA/hqdefault.jpg
eaHdJfoGnsw,I SHRUNK my MAKEUP,03-06-2024,20:46:14Z,2447859,103590,440,PT36S,7260000,36,1,Shorts,https://i.ytimg.com/vi/eaHdJfoGnsw/hqdefault.jpg
JrPszMN8Bhk,How many DRUNK ELEPHANT Samples = Free Skin Care Smoothie,31-05-2024,13:30:08Z,4320494,131365,451,PT27S,7260000,27,0,Shorts,https://i.ytimg.com/vi/JrPszMN8Bhk/hqdefault.jpg
UEdlmCt4L5M,VINTAGE vs NEW Products from Our Childhood,25-05-2024,14:30:10Z,13001046,189392,15039,PT32M20S,7260000,1940,32,Full Video,https://i.ytimg.com/vi/UEdlmCt4L5M/hqdefault.jpg
FFOg9qbfDAg,How many Makeup SAMPLES = BIG bottle?,17-05-2024,12:30:09Z,16062375,612975,497,PT24S,7260000,24,0,Shorts,https://i.ytimg.com/vi/FFOg9qbfDAg/hqdefault.jpg
D07mZbkOmnw,Opening DISCONTINUED TOYS From Our Childhood! 🔴 Mystery Box LIVE 🔴,15-05-2024,01:17:01Z,2126332,20520,5767,PT1H57M25S,7260000,7045,117,Full Video,https://i.ytimg.com/vi/D07mZbkOmnw/hqdefault.jpg
r9vZItoI7yI,I Tested BEST vs WORST Selling SEPHORA Products,11-05-2024,14:30:18Z,5847994,72828,3868,PT26M6S,7260000,1566,26,Full Video,https://i.ytimg.com/vi/r9vZItoI7yI/hqdefault.jpg
XS93uKqO7Mg,I Found the REAL version of SCAM DRESSES (pt 2),04-05-2024,14:30:11Z,9219251,159590,5999,PT20M43S,7260000,1243,21,Full Video,https://i.ytimg.com/vi/XS93uKqO7Mg/hqdefault.jpg
JKoNitAHHw8,I Bought MINI PRODUCTS that actually work *kitchen edition*,27-04-2024,14:30:06Z,5611925,64590,2451,PT16M18S,7260000,978,16,Full Video,https://i.ytimg.com/vi/JKoNitAHHw8/hqdefault.jpg
71HkDQuoBmY,I Bought LOST LUGGAGE Mystery Boxes! 🔴 LIVE EXPERIENCE 🔴,18-04-2024,00:13:53Z,788794,16676,1236,PT57M21S,7260000,3441,57,Full Video,https://i.ytimg.com/vi/71HkDQuoBmY/hqdefault.jpg
holm2zihw34,I Tested TIKTOK SHOP vs AMAZON identical products,14-04-2024,14:30:19Z,6077517,93565,3540,PT22M49S,7260000,1369,23,Full Video,https://i.ytimg.com/vi/holm2zihw34/hqdefault.jpg
NBx3S7eO1vA,WHAT lipgloss fits in my VIRAL lipgloss phone case??,10-04-2024,18:35:56Z,3337184,130397,1195,PT52S,7260000,52,1,Shorts,https://i.ytimg.com/vi/NBx3S7eO1vA/hqdefault.jpg
yBDteyxM0tk,I Tested UNREAL Treats from the internet,06-04-2024,14:30:16Z,6167515,89567,3013,PT18M39S,7260000,1119,19,Full Video,https://i.ytimg.com/vi/yBDteyxM0tk/hqdefault.jpg
ERc0i9SBIxQ,I Bought VIRAL Aesthetic Products,30-03-2024,14:30:04Z,5699062,115138,3133,PT16M27S,7260000,987,16,Full Video,https://i.ytimg.com/vi/ERc0i9SBIxQ/hqdefault.jpg
OIUQ1mksQ-o,I Tested UNUSUAL Hair Products,23-03-2024,14:30:08Z,4057211,62202,2327,PT18M,7260000,1080,18,Full Video,https://i.ytimg.com/vi/OIUQ1mksQ-o/hqdefault.jpg
F5GRZblVx-g,I Tested 1-Star YouTuber Products,17-03-2024,14:30:04Z,7712426,125377,3948,PT17M44S,7260000,1064,18,Full Video,https://i.ytimg.com/vi/F5GRZblVx-g/hqdefault.jpg
ksGxob33K7s,I Went on UNREALISTIC Pinterest Vacations,09-03-2024,15:30:25Z,12022288,173451,4348,PT22M12S,7260000,1332,22,Full Video,https://i.ytimg.com/vi/ksGxob33K7s/hqdefault.jpg
