video_id,title,publishedAt,publishtime,views,likes,comments,duration,subscriber_count,duration_seconds,duration_minutes,video_type,thumbnail_url
UrbkoZZF_IY,I Bought 100 LOST MAIL Packages,19-03-2022,15:30:07Z,10746604,164631,5205,PT18M33S,7260000,1113,19,Full Video,https://i.ytimg.com/vi/UrbkoZZF_IY/hqdefault.jpg
TlkGUad2eWs,I Tested the 5 most VIRAL Tiktok Products,05-03-2022,16:30:34Z,7299858,103033,2734,PT12M26S,7260000,746,12,Full Video,https://i.ytimg.com/vi/TlkGUad2eWs/hqdefault.jpg
ffxo1v5-ZTc,I Won 7 WEDDING DRESSES at an Auction,20-02-2022,17:00:34Z,2851506,60882,2406,PT9M8S,7260000,548,9,Full Video,https://i.ytimg.com/vi/ffxo1v5-ZTc/hqdefault.jpg
0eYbzHQbt5s,I Bought USED TV Show Costumes for CHEAP at THIS STORE,13-02-2022,16:30:01Z,3848717,93863,1955,PT10M35S,7260000,635,11,Full Video,https://i.ytimg.com/vi/0eYbzHQbt5s/hqdefault.jpg
ofqkKDH_LKM,The FAILED and FORGOTTEN Brands of the KARDASHIANS,04-02-2022,16:30:01Z,5738380,86459,2625,PT19M47S,7260000,1187,20,Full Video,https://i.ytimg.com/vi/ofqkKDH_LKM/hqdefault.jpg
KoO3iQZ15SU,I Bought VIRAL Tiktok Dresses,27-01-2022,17:30:01Z,5622095,114930,2403,PT9M5S,7260000,545,9,Full Video,https://i.ytimg.com/vi/KoO3iQZ15SU/hqdefault.jpg
Cg_TkQkfJEA,"I Lost $7,000 on Fake Luxury Items.. or did I?",23-01-2022,16:30:05Z,5593526,130007,3518,PT7M34S,7260000,454,8,Full Video,https://i.ytimg.com/vi/Cg_TkQkfJEA/hqdefault.jpg
KDdfv56T16s,"I Spent $7,000 on LOST CARGO Packages",13-01-2022,16:30:01Z,14969098,256051,11388,PT17M35S,7260000,1055,18,Full Video,https://i.ytimg.com/vi/KDdfv56T16s/hqdefault.jpg
4lalUfDw3S0,I Bought Brands that STOLE my Videos for Ads,07-01-2022,16:45:01Z,4169957,80102,1793,PT9M51S,7260000,591,10,Full Video,https://i.ytimg.com/vi/4lalUfDw3S0/hqdefault.jpg
Ke68Oux8jLg,Everything I KEPT from LOST CARGO 🔴 LIVE STREAM 🔴,31-12-2021,03:17:34Z,1291682,21145,1803,PT1H5M8S,7260000,3908,65,Full Video,https://i.ytimg.com/vi/Ke68Oux8jLg/hqdefault.jpg
AXv4Y87ocLY,I Bought LOST Cargo Packages for CHEAP,23-12-2021,16:31:04Z,10206372,245286,6826,PT14M36S,7260000,876,15,Full Video,https://i.ytimg.com/vi/AXv4Y87ocLY/hqdefault.jpg
aOI06ahysik,I Bought my Favorite MOVIE DRESSES,16-12-2021,17:08:08Z,2202214,63953,2589,PT10M25S,7260000,625,10,Full Video,https://i.ytimg.com/vi/aOI06ahysik/hqdefault.jpg
L6b39RKU5fM,I Bought USED Kardashian Clothes & Recreated THEIR Photos,12-12-2021,16:30:35Z,3613002,85910,2620,PT8M20S,7260000,500,8,Full Video,https://i.ytimg.com/vi/L6b39RKU5fM/hqdefault.jpg
jBn0yaZDJiM,I Bought ACTIVEWEAR Returns for CHEAP,05-12-2021,16:29:47Z,1048108,30260,1889,PT8M10S,7260000,490,8,Full Video,https://i.ytimg.com/vi/jBn0yaZDJiM/hqdefault.jpg
IBZwxcynHMQ,I Bought Tiktok’s WORST Fashion FAILS,01-12-2021,16:30:02Z,4831893,82998,1502,PT8M34S,7260000,514,9,Full Video,https://i.ytimg.com/vi/IBZwxcynHMQ/hqdefault.jpg
S_SYidbU6AQ,RUTHLESS REVIEW of Skims X Fendi,25-11-2021,17:00:02Z,3494862,78573,3602,PT9M40S,7260000,580,10,Full Video,https://i.ytimg.com/vi/S_SYidbU6AQ/hqdefault.jpg
3IozwMqWELI,Black Friday Sales Shopping Guide 🔴 LIVE STREAM 🔴,20-11-2021,19:28:04Z,602116,6618,477,PT1H22M1S,7260000,4921,82,Full Video,https://i.ytimg.com/vi/3IozwMqWELI/hqdefault.jpg
9Tq2xbgsGkM,I Bought PROM DRESS RETURNS for CHEAP,18-11-2021,16:30:17Z,3692040,85651,2908,PT10M20S,7260000,620,10,Full Video,https://i.ytimg.com/vi/9Tq2xbgsGkM/hqdefault.jpg
5xkYEzf6Voo,I Bought BACK my OWN LOST LUGGAGE,11-11-2021,16:30:02Z,5873024,98804,13757,PT7M3S,7260000,423,7,Full Video,https://i.ytimg.com/vi/5xkYEzf6Voo/hqdefault.jpg
Ih8oKtEj5QU,I Bought the 5 most VIRAL Tiktok Products,03-11-2021,15:30:02Z,8295964,176256,5403,PT9M50S,7260000,590,10,Full Video,https://i.ytimg.com/vi/Ih8oKtEj5QU/hqdefault.jpg
386kjSfv3xY,I Bought Iconic MOVIE DRESSES,28-10-2021,15:30:03Z,2839317,77130,7116,PT11M9S,7260000,669,11,Full Video,https://i.ytimg.com/vi/386kjSfv3xY/hqdefault.jpg
z7ntwEVSESQ,Pursue X Hope Review / Launch Party! 🔴 LIVE STREAM 🔴,23-10-2021,19:04:50Z,355241,6905,781,PT53M,7260000,3180,53,Full Video,https://i.ytimg.com/vi/z7ntwEVSESQ/hqdefault.jpg
tB1kJ1FwyA4,"I Spent $2,000 on DIGITAL FASHION from the FUTURE",21-10-2021,15:00:33Z,2434012,48401,1772,PT10M36S,7260000,636,11,Full Video,https://i.ytimg.com/vi/tB1kJ1FwyA4/hqdefault.jpg
QKkPYt4BHZI,I Bought WEDDING DRESS Returns for CHEAP,14-10-2021,14:30:05Z,4522047,85773,3508,PT10M46S,7260000,646,11,Full Video,https://i.ytimg.com/vi/QKkPYt4BHZI/hqdefault.jpg
fF4SNYOwHgs,RUTHLESS REVIEW of Kylie Swim… *a disaster*,06-10-2021,15:00:15Z,5490240,125068,3715,PT9M37S,7260000,577,10,Full Video,https://i.ytimg.com/vi/fF4SNYOwHgs/hqdefault.jpg
VIszvLZem7o,I Bought FAMOUS MOVIE DRESSES,22-09-2021,16:00:31Z,2826315,63036,2167,PT9M21S,7260000,561,9,Full Video,https://i.ytimg.com/vi/VIszvLZem7o/hqdefault.jpg
txFSCmWXC6E,RUTHLESS Review of Gymshark X Whitney Simmons V3 / MEDIUM Size,15-09-2021,14:30:07Z,554165,17621,1945,PT12M46S,7260000,766,13,Full Video,https://i.ytimg.com/vi/txFSCmWXC6E/hqdefault.jpg
R5aeFhrwkVY,I Bought “YouTuber” Products,12-09-2021,16:00:01Z,4335664,62410,3065,PT20M58S,7260000,1258,21,Full Video,https://i.ytimg.com/vi/R5aeFhrwkVY/hqdefault.jpg
53m4nZFH6eU,"Getting Rid of My $100,000 Legging Collection..",29-08-2021,15:30:02Z,1020359,30405,2624,PT12M23S,7260000,743,12,Full Video,https://i.ytimg.com/vi/53m4nZFH6eU/hqdefault.jpg
mjaDmPhgKVk,"RUTHLESS Review of Gymshark - Butterfly, Fleck, and Vital 2.0",22-08-2021,16:30:04Z,690744,19363,2643,PT12M46S,7260000,766,13,Full Video,https://i.ytimg.com/vi/mjaDmPhgKVk/hqdefault.jpg
gkyh34yD8Tg,I Bought the WORST Selling Fashion Nova Items... again,15-08-2021,16:00:02Z,2974734,53100,1275,PT8M53S,7260000,533,9,Full Video,https://i.ytimg.com/vi/gkyh34yD8Tg/hqdefault.jpg
rFpNhSlTRLo,I Bought USED Christine Quinn Clothes! Recreating Selling Sunset Looks,08-08-2021,15:30:01Z,1715201,36248,1100,PT8M8S,7260000,488,8,Full Video,https://i.ytimg.com/vi/rFpNhSlTRLo/hqdefault.jpg
TeP03n_4Hq0,Lululemon Reselling USED Activewear for CHEAP (I got a fake??) Lululemon Like New Review,28-07-2021,15:01:28Z,757730,17470,1942,PT8M20S,7260000,500,8,Full Video,https://i.ytimg.com/vi/TeP03n_4Hq0/hqdefault.jpg
lHNiD7lJo48,The Dark Truth about SHEIN...,22-07-2021,15:43:10Z,2138739,47220,4027,PT7M22S,7260000,442,7,Full Video,https://i.ytimg.com/vi/lHNiD7lJo48/hqdefault.jpg
hi2tesJlLS4,I Bought my Younger Self’s DREAM Wardrobe.. again // Y2K Shopping,14-07-2021,16:00:27Z,1882094,41575,2227,PT10M26S,7260000,626,10,Full Video,https://i.ytimg.com/vi/hi2tesJlLS4/hqdefault.jpg
SIejeNf2hJM,I Bought Viral Tiktok Products,07-07-2021,16:37:18Z,4920058,93487,2573,PT10M3S,7260000,603,10,Full Video,https://i.ytimg.com/vi/SIejeNf2hJM/hqdefault.jpg
cwznjvyrj8I,I Bought USED Kardashian Clothes IN REAL LIFE // New Kardashian Kloset STORE,01-07-2021,14:30:02Z,2328739,50142,1396,PT8M52S,7260000,532,9,Full Video,https://i.ytimg.com/vi/cwznjvyrj8I/hqdefault.jpg
mCtI5r_wXKU,I Bought the WORST Selling ASOS Items,27-06-2021,16:15:01Z,2013998,45890,1632,PT8M51S,7260000,531,9,Full Video,https://i.ytimg.com/vi/mCtI5r_wXKU/hqdefault.jpg
swpH6k_Ih2U,"I Bought ""Lost"" Luggage *how it really works + is it stolen?*",23-06-2021,14:30:26Z,6945890,102361,3341,PT13M27S,7260000,807,13,Full Video,https://i.ytimg.com/vi/swpH6k_Ih2U/hqdefault.jpg
RDsm6JXaDuI,Reworked Clothes Try On ! *Creative Transformations*,16-06-2021,14:29:31Z,675118,22110,2354,PT8M8S,7260000,488,8,Full Video,https://i.ytimg.com/vi/RDsm6JXaDuI/hqdefault.jpg
9whFPYgOO88,Ruthless Review of Buffbunny Collection // Gym and Swim Gear,09-06-2021,14:29:55Z,842431,22449,5413,PT14M32S,7260000,872,15,Full Video,https://i.ytimg.com/vi/9whFPYgOO88/hqdefault.jpg
#NAME?,Window Shopping the WEIRDEST Designer Products,06-06-2021,15:30:06Z,1659302,34355,3060,PT11M53S,7260000,713,12,Full Video,https://i.ytimg.com/vi/-Tv0b-irPAg/hqdefault.jpg
3BzKQ3PYHik,I Bought “FREE” Wish Leggings *disaster*,02-06-2021,14:30:02Z,1614543,33335,1396,PT10M21S,7260000,621,10,Full Video,https://i.ytimg.com/vi/3BzKQ3PYHik/hqdefault.jpg
xDBzGoq-FeY,I Bought my Younger Self’s DREAM Wardrobe/ Y2K Shopping Spree,30-05-2021,15:00:03Z,3426790,61966,5524,PT12M55S,7260000,775,13,Full Video,https://i.ytimg.com/vi/xDBzGoq-FeY/hqdefault.jpg
Dwe0SucZoqY,I Bought Target RETURNS for CHEAP *everything is brand new!?*,21-05-2021,15:00:01Z,4486612,82872,4316,PT9M37S,7260000,577,10,Full Video,https://i.ytimg.com/vi/Dwe0SucZoqY/hqdefault.jpg
cTtLeO0HYis,RENTING Clothes like “Influencers” for CHEAP,14-05-2021,14:07:00Z,1869827,45417,2163,PT10M54S,7260000,654,11,Full Video,https://i.ytimg.com/vi/cTtLeO0HYis/hqdefault.jpg
d90RLiL1-D0,I Bought the WORST Selling Forever 21 Items,07-05-2021,15:15:04Z,2428252,54415,3459,PT8M3S,7260000,483,8,Full Video,https://i.ytimg.com/vi/d90RLiL1-D0/hqdefault.jpg
URAqAF12qFI,Wearing WAIST TRAINER LEGGINGS for a WEEK,28-04-2021,15:15:04Z,3136090,52585,2255,PT14M,7260000,840,14,Full Video,https://i.ytimg.com/vi/URAqAF12qFI/hqdefault.jpg
QfijG-c5-8c,I Bought the UGLIEST Used Kardashian Clothes,23-04-2021,14:45:08Z,5190248,88854,4034,PT12M37S,7260000,757,13,Full Video,https://i.ytimg.com/vi/QfijG-c5-8c/hqdefault.jpg
GfAO_hc38yQ,I Bought from Amazon’s SECRET Outlet // 8 outfits for $150!,16-04-2021,15:00:01Z,3747242,62391,4052,PT16M52S,7260000,1012,17,Full Video,https://i.ytimg.com/vi/GfAO_hc38yQ/hqdefault.jpg
WZYWMS_qCGE,I Bought the WORST Selling Fashion Nova Items,07-04-2021,15:01:04Z,2660443,53556,2500,PT9M24S,7260000,564,9,Full Video,https://i.ytimg.com/vi/WZYWMS_qCGE/hqdefault.jpg
msMUF0wZNeI,"I Bought Celebrity Dress Remakes for CHEAP! *Taylor Swift, Cardi B, Kylie Jenner, Hailey Bieber...",02-04-2021,14:45:03Z,5626346,101199,2704,PT10M52S,7260000,652,11,Full Video,https://i.ytimg.com/vi/msMUF0wZNeI/hqdefault.jpg
H4-9kFkzFlg,RUTHLESS REVIEW - Did Lululemon RUIN the Align Legging?? *New design*,29-03-2021,14:45:49Z,401793,11468,2128,PT11M26S,7260000,686,11,Full Video,https://i.ytimg.com/vi/H4-9kFkzFlg/hqdefault.jpg
nYY_Rx1vgGU,I Bought the WEIRDEST Clothes on INSTAGRAM!! *who wears these?*,19-03-2021,14:30:07Z,2764511,58244,3648,PT9M,7260000,540,9,Full Video,https://i.ytimg.com/vi/nYY_Rx1vgGU/hqdefault.jpg
gc3WdSza4LI,RUTHLESS Review of Buffbunny Swim *Here we go again...*,12-03-2021,15:30:06Z,938216,20923,3447,PT9M30S,7260000,570,10,Full Video,https://i.ytimg.com/vi/gc3WdSza4LI/hqdefault.jpg
H_U29oAqsiw,I Bought Amazon RETURNS for CHEAP!  *disaster*,09-03-2021,15:30:04Z,5995837,109862,4939,PT12M30S,7260000,750,12,Full Video,https://i.ytimg.com/vi/H_U29oAqsiw/hqdefault.jpg
ngYIC_eewG8,IN STORE Color Inverted Shopping!,28-02-2021,15:59:05Z,1935779,34434,1567,PT7M16S,7260000,436,7,Full Video,https://i.ytimg.com/vi/ngYIC_eewG8/hqdefault.jpg
IYT9nh8FWVM,Reviewing Brands I HATE,17-02-2021,15:30:01Z,2904188,57357,2802,PT12M37S,7260000,757,13,Full Video,https://i.ytimg.com/vi/IYT9nh8FWVM/hqdefault.jpg
_9TDa5mqUEQ,I Bought LOST LUGGAGE for CHEAP at THIS STORE...,03-02-2021,15:30:51Z,6053673,130155,3788,PT13M52S,7260000,832,14,Full Video,https://i.ytimg.com/vi/_9TDa5mqUEQ/hqdefault.jpg
wcw9tCzMxzE,I Bought USED Kardashian Clothes! RED CARPET Dresses 👗,26-01-2021,15:15:03Z,6335804,117376,4930,PT13M58S,7260000,838,14,Full Video,https://i.ytimg.com/vi/wcw9tCzMxzE/hqdefault.jpg
#NAME?,RUTHLESS Review of BO+TEE Activewear,22-01-2021,15:39:35Z,558910,13928,1837,PT10M41S,7260000,641,11,Full Video,https://i.ytimg.com/vi/-mfigzq3Hp4/hqdefault.jpg
fkK5w20chKY,Testing 51 PAIRS of JOGGERS and Sweat Sets from 22 Different Brands!,18-01-2021,15:14:07Z,392439,11487,4518,PT15M52S,7260000,952,16,Full Video,https://i.ytimg.com/vi/fkK5w20chKY/hqdefault.jpg
KnLbRnWJTNo,"Rating ""YouTuber"" Products!",12-01-2021,15:00:44Z,3635405,61634,1917,PT17M31S,7260000,1051,18,Full Video,https://i.ytimg.com/vi/KnLbRnWJTNo/hqdefault.jpg
w9Gn2v0EbBg,RUTHLESS Review of Liza Koshy's Activewear Line,04-01-2021,15:45:01Z,727750,16833,972,PT10M16S,7260000,616,10,Full Video,https://i.ytimg.com/vi/w9Gn2v0EbBg/hqdefault.jpg
ruc7eaYpy98,"RUTHLESS REVIEW of Supplement ACTIVEWEAR // Women’s Best, Muscle Nation, MyProtein, Ghost, 1st Phorm",29-12-2020,15:30:02Z,666709,13007,683,PT16M14S,7260000,974,16,Full Video,https://i.ytimg.com/vi/ruc7eaYpy98/hqdefault.jpg
ic4TIgkq-yg,I Bought USED Kardashian Clothes!,18-12-2020,15:30:02Z,9564567,187016,4055,PT14M33S,7260000,873,15,Full Video,https://i.ytimg.com/vi/ic4TIgkq-yg/hqdefault.jpg
SLcmEQZCvc4,Testing 323 PAIRS of LEGGINGS! From 68 Brands!,11-12-2020,16:00:10Z,960590,23886,832,PT10M43S,7260000,643,11,Full Video,https://i.ytimg.com/vi/SLcmEQZCvc4/hqdefault.jpg
#NAME?,Trying Weird Lululemon Trends,07-12-2020,16:50:35Z,1023524,20552,686,PT12M7S,7260000,727,12,Full Video,https://i.ytimg.com/vi/-pvEV6FkfaY/hqdefault.jpg
oeYs4zBuxY8,The Most Flattering Legging EVER! Alphalete Amplify Review,26-11-2020,17:00:15Z,389641,10115,653,PT18M2S,7260000,1082,18,Full Video,https://i.ytimg.com/vi/oeYs4zBuxY8/hqdefault.jpg
sdA5Ii9PCWw,The UGLY TRUTH about OUTLETS: Are they WORTH Your Money??,23-11-2020,19:42:37Z,1105173,22545,2016,PT11M12S,7260000,672,11,Full Video,https://i.ytimg.com/vi/sdA5Ii9PCWw/hqdefault.jpg
QTC-vqKyeVw,I Bought Beyonce's Ivy Park X Adidas Line that sold out in SECONDS.. but it's back today!,17-11-2020,16:04:53Z,866568,26010,887,PT8M1S,7260000,481,8,Full Video,https://i.ytimg.com/vi/QTC-vqKyeVw/hqdefault.jpg
ks6mlC2FhwA,BEST Activewear of 2020,13-11-2020,16:11:59Z,286124,7890,375,PT9M23S,7260000,563,9,Full Video,https://i.ytimg.com/vi/ks6mlC2FhwA/hqdefault.jpg
svRk1HVm0vE,I Bought EVERY Email AD for a Day,11-11-2020,17:00:13Z,1705687,37881,873,PT10M46S,7260000,646,11,Full Video,https://i.ytimg.com/vi/svRk1HVm0vE/hqdefault.jpg
ng40P4mMO3s,"HUGE Lululemon FALL HAUL 🍁 Outerwear, FLARE Legging and Jeans Try On!",01-11-2020,18:04:16Z,220025,5647,523,PT8M58S,7260000,538,9,Full Video,https://i.ytimg.com/vi/ng40P4mMO3s/hqdefault.jpg
Ali1_no4lRc,"WHITNEY SIMMONS X GYMSHARK ""2"" Review: Everything you need to know in 12 minutes",28-10-2020,19:17:01Z,289434,9768,887,PT11M19S,7260000,679,11,Full Video,https://i.ytimg.com/vi/Ali1_no4lRc/hqdefault.jpg
lT8dluU9CbE,Why I Turned Down a Gymshark Contract,16-10-2020,16:20:53Z,648894,23088,10472,PT12M49S,7260000,769,13,Full Video,https://i.ytimg.com/vi/lT8dluU9CbE/hqdefault.jpg
vJy9QhNHL94,Thrifty FALL OUTFITS | Cozy Casual & Athleisure,29-09-2020,16:02:41Z,234197,7022,316,PT9M45S,7260000,585,10,Full Video,https://i.ytimg.com/vi/vJy9QhNHL94/hqdefault.jpg
QvPGvwjmYOY,Testing the BEST Sports Bras for EVERY Workout (or best for lounging cuz THATS equally as important),10-09-2020,14:30:02Z,131666,4484,297,PT10M2S,7260000,602,10,Full Video,https://i.ytimg.com/vi/QvPGvwjmYOY/hqdefault.jpg
2YMZGgW2AIs,"Madelaine Petsch X Fabletics Review // $1,000 of new activewear!!",01-09-2020,17:41:23Z,497867,15443,4621,PT11M12S,7260000,672,11,Full Video,https://i.ytimg.com/vi/2YMZGgW2AIs/hqdefault.jpg
6w89at1Xg20,BuffBunny Collection Review // August 2020,22-08-2020,14:41:59Z,442098,6875,425,PT17M42S,7260000,1062,18,Full Video,https://i.ytimg.com/vi/6w89at1Xg20/hqdefault.jpg
xr154moweF0,I GOT VENEERS!,20-08-2020,16:56:20Z,168096,5895,455,PT13M54S,7260000,834,14,Full Video,https://i.ytimg.com/vi/xr154moweF0/hqdefault.jpg
hAm0WphSqzo,The #1 thing TO BUY from Lululemon,17-08-2020,15:50:47Z,432797,8999,425,PT9M36S,7260000,576,10,Full Video,https://i.ytimg.com/vi/hAm0WphSqzo/hqdefault.jpg
aVsBAWkstz0,More SHEER Leggings from Alphalete,15-08-2020,12:17:12Z,158804,4814,352,PT12M2S,7260000,722,12,Full Video,https://i.ytimg.com/vi/aVsBAWkstz0/hqdefault.jpg
pTZL8VMwxUs,Amazon's Own Activewear! Jeff Bezos is coming for my closet..,09-08-2020,16:00:13Z,256980,8254,376,PT8M31S,7260000,511,9,Full Video,https://i.ytimg.com/vi/pTZL8VMwxUs/hqdefault.jpg
ADut15VA41Y,Why I Hate SHEIN,01-08-2020,15:15:00Z,3761437,71383,3855,PT13M42S,7260000,822,14,Full Video,https://i.ytimg.com/vi/ADut15VA41Y/hqdefault.jpg
J3UJECLW0Yc,Shopping in the Men's Section,26-07-2020,16:30:33Z,407279,12033,440,PT9M41S,7260000,581,10,Full Video,https://i.ytimg.com/vi/J3UJECLW0Yc/hqdefault.jpg
rB_irhVy8NU,Testing VIRAL TIKTOK Clothing Hacks,22-07-2020,14:30:07Z,1306516,30553,533,PT8M20S,7260000,500,8,Full Video,https://i.ytimg.com/vi/rB_irhVy8NU/hqdefault.jpg
Fe4Jomlp3t0,I Bought Lost Luggage Items for CHEAP,19-07-2020,15:30:11Z,1987094,39681,1181,PT11M7S,7260000,667,11,Full Video,https://i.ytimg.com/vi/Fe4Jomlp3t0/hqdefault.jpg
WVxcmVL90rE,I Bought the WEIRDEST Stuff from the Gymshark Website...,12-07-2020,15:15:01Z,1128104,23288,562,PT12M24S,7260000,744,12,Full Video,https://i.ytimg.com/vi/WVxcmVL90rE/hqdefault.jpg
4F-4ztwf5Ro,Buffbunny Collection - Then VS Now,04-07-2020,15:48:07Z,168147,5109,306,PT11M14S,7260000,674,11,Full Video,https://i.ytimg.com/vi/4F-4ztwf5Ro/hqdefault.jpg
48NixaRiNu4,Testing the VIRAL Tiktok leggings! *not what I expected*,29-06-2020,17:51:21Z,392100,7937,473,PT10M44S,7260000,644,11,Full Video,https://i.ytimg.com/vi/48NixaRiNu4/hqdefault.jpg
InRL-RlXOmM,Leggings to Buy with NO Front Seam,25-06-2020,18:22:40Z,267213,5315,407,PT8M49S,7260000,529,9,Full Video,https://i.ytimg.com/vi/InRL-RlXOmM/hqdefault.jpg
mAfPDqDcyv4,Rating Swimwear by Fitness Brands! I can't believe they sell THIS...,23-06-2020,14:30:04Z,1425153,22871,697,PT17M12S,7260000,1032,17,Full Video,https://i.ytimg.com/vi/mAfPDqDcyv4/hqdefault.jpg
g0S5BizMVsc,TESTING CELEBRITY ACTIVEWEAR : Demi Lovato and Kevin Hart Fabletics,10-06-2020,16:10:17Z,328584,8510,444,PT11M21S,7260000,681,11,Full Video,https://i.ytimg.com/vi/g0S5BizMVsc/hqdefault.jpg
_dFtb-HNk9s,"HUGE CLOTHING HAUL! New Summer, Lounge, Activewear Finds",29-05-2020,16:28:43Z,284510,10701,375,PT11M48S,7260000,708,12,Full Video,https://i.ytimg.com/vi/_dFtb-HNk9s/hqdefault.jpg
Zf0yJ3faaGY,BuffBunny Swimsuits Review... not what I was expecting,23-05-2020,14:30:03Z,579362,10974,641,PT10M17S,7260000,617,10,Full Video,https://i.ytimg.com/vi/Zf0yJ3faaGY/hqdefault.jpg
CGjNx2T9Aho,Why I QUIT Fitness... (+ NEW Leggings!),22-05-2020,16:27:31Z,245793,6996,667,PT11M42S,7260000,702,12,Full Video,https://i.ytimg.com/vi/CGjNx2T9Aho/hqdefault.jpg
Y4m8zQviQR8,"Plastic Bottles into Leggings?? Tala, Girlfriend Collective, Wolven and REI Review!",15-05-2020,17:00:21Z,412370,13103,4662,PT19M,7260000,1140,19,Full Video,https://i.ytimg.com/vi/Y4m8zQviQR8/hqdefault.jpg
aNGTW97zujI,24 HOUR SHOPPING for SUBSCRIBERS Challenge 💰 Online,09-05-2020,17:21:49Z,344835,9984,404,PT13M20S,7260000,800,13,Full Video,https://i.ytimg.com/vi/aNGTW97zujI/hqdefault.jpg
tUJPfR375b0,Gymshark Sports Bras That are Actually Worth Your Money 💰🦈,05-05-2020,21:09:21Z,200072,7182,2301,PT13M48S,7260000,828,14,Full Video,https://i.ytimg.com/vi/tUJPfR375b0/hqdefault.jpg
