video_id,title,publishedAt,publishtime,views,likes,comments,duration,subscriber_count,duration_seconds,duration_minutes,video_type,thumbnail_url
pBXxlo2-IRE,"A Very ""Extra"" Gym Clothing Haul // BlackMilk Activewear Review + Wear Test",12-07-2018,14:23:54Z,324962,4732,252,PT7M27S,7260000,447,7,Full Video,https://i.ytimg.com/vi/pBXxlo2-IRE/hqdefault.jpg
oiKzTJuHd9I,MY GYM SHORTS COLLECTION // The BEST and the... Not so Great,26-06-2018,14:15:00Z,309724,5496,281,PT7M57S,7260000,477,8,Full Video,https://i.ytimg.com/vi/oiKzTJuHd9I/hqdefault.jpg
NhwJoW8uzRQ,The BIGGEST Workout Clothing Haul YET,24-06-2018,17:02:24Z,264588,6377,1639,PT10M55S,7260000,655,11,Full Video,https://i.ytimg.com/vi/NhwJoW8uzRQ/hqdefault.jpg
nu3bfCDd-rw,SISTER BUYS MY SWIMSUITS // $15 Bikini Haul,13-06-2018,15:02:22Z,267771,6422,259,PT5M44S,7260000,344,6,Full Video,https://i.ytimg.com/vi/nu3bfCDd-rw/hqdefault.jpg
p4Y40q1uNYA,"Fitness HOLY GRAILS : Cheap Leggings, Workouts, Recipes, and more!",09-06-2018,14:39:02Z,199813,7380,411,PT10M,7260000,600,10,Full Video,https://i.ytimg.com/vi/p4Y40q1uNYA/hqdefault.jpg
ikeUQgVe0m0,Athleta Sporty Swimsuits Haul / PRACTICAL or just PRICEY??,27-05-2018,18:06:16Z,174494,4690,239,PT8M41S,7260000,521,9,Full Video,https://i.ytimg.com/vi/ikeUQgVe0m0/hqdefault.jpg
CUZMbT7xBbc,NEW Fabletics X Demi Lovato 2018 Review,16-05-2018,15:17:23Z,190102,4712,267,PT9M8S,7260000,548,9,Full Video,https://i.ytimg.com/vi/CUZMbT7xBbc/hqdefault.jpg
W_UhupC09S4,"NEW Alphalete: Cross Sets, New Revival Legging Colors Squat Tested, Seamless Underwear",12-05-2018,14:45:00Z,102927,3682,308,PT8M47S,7260000,527,9,Full Video,https://i.ytimg.com/vi/W_UhupC09S4/hqdefault.jpg
60um_GD71Q0,HUGE NEW Lululemon Spring Haul + COLDEST Photoshoot BTS,07-05-2018,17:28:09Z,256091,4943,398,PT8M46S,7260000,526,9,Full Video,https://i.ytimg.com/vi/60um_GD71Q0/hqdefault.jpg
eae2YDODdoA,Wearing $5 LULULEMON & GYMSHARK for a WEEK! THRIFT HAUL,30-04-2018,17:07:37Z,629320,17083,586,PT9M46S,7260000,586,10,Full Video,https://i.ytimg.com/vi/eae2YDODdoA/hqdefault.jpg
rFRokzeSyug,Testing the ULTIMATE Sports Bra. I'm SHOOK but my Chest Isn't? LOL...,27-04-2018,14:02:44Z,202704,5581,361,PT7M54S,7260000,474,8,Full Video,https://i.ytimg.com/vi/rFRokzeSyug/hqdefault.jpg
3O8bgUi-oV4,LULULEMON WHO?? Affordable Amazon Queenie Ke Collection Review,24-04-2018,13:59:48Z,323253,9239,369,PT7M9S,7260000,429,7,Full Video,https://i.ytimg.com/vi/3O8bgUi-oV4/hqdefault.jpg
y-tUh4XQtbM,HUGE ASOS Activewear Haul (Major Fails + Successes),18-04-2018,13:59:28Z,200661,5360,582,PT11M51S,7260000,711,12,Full Video,https://i.ytimg.com/vi/y-tUh4XQtbM/hqdefault.jpg
kCasb1-Sk4Y,"Testing ""FITSPO"" Activewear : In Depth Cleo Harper Review",10-04-2018,14:01:40Z,78405,3854,212,PT6M44S,7260000,404,7,Full Video,https://i.ytimg.com/vi/kCasb1-Sk4Y/hqdefault.jpg
BI0XxPqLfLY,"INSTAGRAM MADE ME Buy It: Gymshark, Paragon, Bombshell, Stronger REVIEWS",05-04-2018,18:15:46Z,185274,4929,433,PT9M16S,7260000,556,9,Full Video,https://i.ytimg.com/vi/BI0XxPqLfLY/hqdefault.jpg
6dSclVcV3XU,"Current Fit, Fashion, Food OBSESSIONS /March Must Haves",31-03-2018,14:00:02Z,72878,3230,237,PT11M43S,7260000,703,12,Full Video,https://i.ytimg.com/vi/6dSclVcV3XU/hqdefault.jpg
IBt0AdrxQos,Testing Amazon Prime Swimsuits // Under $20 - Hit or Miss??,25-03-2018,19:56:03Z,835109,12493,517,PT7M56S,7260000,476,8,Full Video,https://i.ytimg.com/vi/IBt0AdrxQos/hqdefault.jpg
8iYDtQ6gt-I,White Fox X Sarah’s Day HONEST Review | Worth it??,16-03-2018,14:20:14Z,212686,4773,274,PT8M7S,7260000,487,8,Full Video,https://i.ytimg.com/vi/8iYDtQ6gt-I/hqdefault.jpg
PLY58dS-x5I,$1000 Nordstrom Gym Clothes Haul! Trying NEW Brands,12-03-2018,14:06:29Z,240149,5786,602,PT8M50S,7260000,530,9,Full Video,https://i.ytimg.com/vi/PLY58dS-x5I/hqdefault.jpg
2eFey5TWs6o,I Tried FREE Sports Bras From Wish.com // Hit or Miss??,05-03-2018,15:00:00Z,498669,10639,319,PT7M42S,7260000,462,8,Full Video,https://i.ytimg.com/vi/2eFey5TWs6o/hqdefault.jpg
ruQzrExDXhs,The TRUTH About Alphalete Revival Leggings...,02-03-2018,15:01:05Z,224789,5603,431,PT7M48S,7260000,468,8,Full Video,https://i.ytimg.com/vi/ruQzrExDXhs/hqdefault.jpg
l4DborLW97Y,"FEBRUARY Fitness + Fashion FAVORITES // Gymshark, PTULA, IdealFit +",28-02-2018,14:41:10Z,85935,3435,266,PT9M34S,7260000,574,10,Full Video,https://i.ytimg.com/vi/l4DborLW97Y/hqdefault.jpg
fJyuoFT0X_4,I Tried Hot Topic Activewear! I SPENT $300 ON THAT?? Goth Goes Fit.,21-02-2018,14:34:46Z,261766,7752,424,PT7M18S,7260000,438,7,Full Video,https://i.ytimg.com/vi/fJyuoFT0X_4/hqdefault.jpg
9WAP-3FvkQg,"OMBRE Leggings, SAVE or SPLURGE? | Gymshark vs Lululemon Vs Lorna Jane vs Amazon",14-02-2018,15:03:22Z,344745,7074,596,PT10M38S,7260000,638,11,Full Video,https://i.ytimg.com/vi/9WAP-3FvkQg/hqdefault.jpg
QL3a5IQX0W0,"NEW Gym Clothes // Gymshark, Alphalete, Ptula",31-01-2018,21:42:26Z,314630,7048,528,PT10M46S,7260000,646,11,Full Video,https://i.ytimg.com/vi/QL3a5IQX0W0/hqdefault.jpg
Ax5FRmFmwzg,What I Eat in a Day for FAT LOSS // Vegetarian FDOE,26-01-2018,19:10:51Z,55309,1868,199,PT6M34S,7260000,394,7,Full Video,https://i.ytimg.com/vi/Ax5FRmFmwzg/hqdefault.jpg
KFabKDLcP04,Outdoor Voices In Depth Review // OVER HYPED or Worth the $$$???,23-01-2018,15:00:01Z,87282,2478,243,PT8M,7260000,480,8,Full Video,https://i.ytimg.com/vi/KFabKDLcP04/hqdefault.jpg
3_Rp10kOgK0,Lululemon Actually WORTH Your Money // Winter Favorites,20-01-2018,22:15:10Z,286534,4829,389,PT9M45S,7260000,585,10,Full Video,https://i.ytimg.com/vi/3_Rp10kOgK0/hqdefault.jpg
FkajbEYWk1o,Gymshark X Nikki B Season 2 NOT Sponsored // Worth the $$$??,17-01-2018,15:00:03Z,120967,4225,474,PT8M37S,7260000,517,9,Full Video,https://i.ytimg.com/vi/FkajbEYWk1o/hqdefault.jpg
s_YSKEsdeX8,"MY FIRST Q&A | Turning Down Sponsorships, How I Make Money, New Puppy??",06-01-2018,16:00:07Z,80485,3575,477,PT13M26S,7260000,806,13,Full Video,https://i.ytimg.com/vi/s_YSKEsdeX8/hqdefault.jpg
cTl6ryKl3rY,Cheap Trendy Swimsuit Haul + Try On // Vlogmas Giveaway Winners Announced!!!,29-12-2017,18:47:59Z,103968,2450,299,PT8M50S,7260000,530,9,Full Video,https://i.ytimg.com/vi/cTl6ryKl3rY/hqdefault.jpg
sGRAB2_4Tvg,Toned Arms + Slim Waist Workout // NO Equipment at Home,24-12-2017,16:00:06Z,43087,2645,572,PT5M58S,7260000,358,6,Full Video,https://i.ytimg.com/vi/sGRAB2_4Tvg/hqdefault.jpg
ALqCtAQQqOY,No BS Toned by Ashy Bines Try On + Review,23-12-2017,16:30:00Z,80724,2885,1330,PT10M44S,7260000,644,11,Full Video,https://i.ytimg.com/vi/ALqCtAQQqOY/hqdefault.jpg
L_75qDxG9QM,BEST Gym Shoes for Lifting and Cardio + SHOE GIVEAWAY,19-12-2017,15:00:03Z,85093,2827,818,PT7M11S,7260000,431,7,Full Video,https://i.ytimg.com/vi/L_75qDxG9QM/hqdefault.jpg
_znwbKcXM0g,Fitness Transformation + Healthy Meal Ideas ft. BodyBoss Nutrition Guide,14-12-2017,15:00:05Z,78444,3160,737,PT7M8S,7260000,428,7,Full Video,https://i.ytimg.com/vi/_znwbKcXM0g/hqdefault.jpg
fzUv9rO5oQg,A Day in the Life // Leo's Birthday // Vlogmas Day 13,13-12-2017,18:58:46Z,46252,3108,714,PT5M2S,7260000,302,5,Full Video,https://i.ytimg.com/vi/fzUv9rO5oQg/hqdefault.jpg
WYzRkSu1EUk,Mystery Box Leggings Edition,12-12-2017,15:00:08Z,111072,4036,687,PT5M30S,7260000,330,6,Full Video,https://i.ytimg.com/vi/WYzRkSu1EUk/hqdefault.jpg
DM263dvcwO0,"HUGE Black Friday Activewear Haul // Gymshark, P'tula, Alphalete +",11-12-2017,15:00:00Z,148312,4390,739,PT12M40S,7260000,760,13,Full Video,https://i.ytimg.com/vi/DM263dvcwO0/hqdefault.jpg
BScXFNNVG18,"Flattering, Comfy, Cheap Designer Jeans Favorites + Try On",10-12-2017,15:30:01Z,118992,3429,709,PT6M35S,7260000,395,7,Full Video,https://i.ytimg.com/vi/BScXFNNVG18/hqdefault.jpg
45Hjni-qnOg,"Workout Empire Activewear Try on Review // Leggings, Sports Bras, Tops",09-12-2017,15:00:01Z,62240,2881,806,PT8M9S,7260000,489,8,Full Video,https://i.ytimg.com/vi/45Hjni-qnOg/hqdefault.jpg
blqHc36h15w,The Most Flattering Seamless Leggings for the Gym (Squat Proof!),07-12-2017,15:00:03Z,584062,7629,2044,PT8M11S,7260000,491,8,Full Video,https://i.ytimg.com/vi/blqHc36h15w/hqdefault.jpg
MNPLQZT-KVo,UGLY Activewear Haul + Wearing it to the Gym!!!,06-12-2017,15:00:03Z,217985,5999,1079,PT8M41S,7260000,521,9,Full Video,https://i.ytimg.com/vi/MNPLQZT-KVo/hqdefault.jpg
YMCC8966Ooo,Best Workout Underwear // NO MORE Panty Lines,05-12-2017,15:00:03Z,457348,6802,1057,PT6M18S,7260000,378,6,Full Video,https://i.ytimg.com/vi/YMCC8966Ooo/hqdefault.jpg
pDRE_Py9RRQ,No Sew Leggings into Crop Top + Other Activewear DIYs,04-12-2017,15:00:07Z,94631,3864,673,PT6M28S,7260000,388,6,Full Video,https://i.ytimg.com/vi/pDRE_Py9RRQ/hqdefault.jpg
7PndTKesUBw,DoYouEven Vs Gymshark Flex // Knockoff or Upgrade??,03-12-2017,16:00:01Z,111060,3566,818,PT7M12S,7260000,432,7,Full Video,https://i.ytimg.com/vi/7PndTKesUBw/hqdefault.jpg
1v2BKiE6C_Q,"Ordering ""FREE"" Holiday WISH.COM Products // Vlogmas Day 1",01-12-2017,15:00:00Z,56644,3009,576,PT6M48S,7260000,408,7,Full Video,https://i.ytimg.com/vi/1v2BKiE6C_Q/hqdefault.jpg
6bJ4aPr9TIk,Cheap Target Activewear // JoyLab Review & Try On,28-11-2017,15:20:06Z,100494,3024,213,PT6M10S,7260000,370,6,Full Video,https://i.ytimg.com/vi/6bJ4aPr9TIk/hqdefault.jpg
UAsEXi0WYaM,MY LEGGING COLLECTION! + Shop My Closet,21-11-2017,15:00:02Z,75786,1896,215,PT4M1S,7260000,241,4,Full Video,https://i.ytimg.com/vi/UAsEXi0WYaM/hqdefault.jpg
2Mq0MaGzmjs,Black Friday Ready Online Shopping Hacks,18-11-2017,15:02:05Z,62192,1897,211,PT7M1S,7260000,421,7,Full Video,https://i.ytimg.com/vi/2Mq0MaGzmjs/hqdefault.jpg
G2JrUVof4Ks,5 Best Tummy Control Workout Leggings,14-11-2017,15:23:39Z,205617,4842,323,PT7M26S,7260000,446,7,Full Video,https://i.ytimg.com/vi/G2JrUVof4Ks/hqdefault.jpg
uBT0WrPb0jc,"New Gymshark No BS Review // Dreamy, Flex, Fit, Crop Tops",10-11-2017,14:22:57Z,234571,4277,362,PT7M49S,7260000,469,8,Full Video,https://i.ytimg.com/vi/uBT0WrPb0jc/hqdefault.jpg
qS76t0hw2sg,Fashion Nova Activewear Review + Huge Giveaway *Not Sponsored*,04-11-2017,14:51:47Z,212985,5585,322,PT12M14S,7260000,734,12,Full Video,https://i.ytimg.com/vi/qS76t0hw2sg/hqdefault.jpg
GM0PFwgGcnI,Buying $5 WISH Workout Leggings *Disaster*,31-10-2017,14:19:20Z,1530498,16364,924,PT9M7S,7260000,547,9,Full Video,https://i.ytimg.com/vi/GM0PFwgGcnI/hqdefault.jpg
2GYl1vKVPlw,Activewear Hacks!! Make Your Leggings Last Forever,17-10-2017,14:00:00Z,94845,3304,216,PT7M57S,7260000,477,8,Full Video,https://i.ytimg.com/vi/2GYl1vKVPlw/hqdefault.jpg
ivzqhBi2-gQ,The Best Long Sleeve Workout Tops You NEED! Review/Try-on,14-10-2017,14:01:42Z,161385,2836,272,PT9M54S,7260000,594,10,Full Video,https://i.ytimg.com/vi/ivzqhBi2-gQ/hqdefault.jpg
6OjdFWECg-k,Husband Buys my Activewear,10-10-2017,17:04:11Z,193446,3934,262,PT8M12S,7260000,492,8,Full Video,https://i.ytimg.com/vi/6OjdFWECg-k/hqdefault.jpg
0Gbm2TwSklQ,Lean Legs and Booty Workout at Home // BodyBoss,07-10-2017,14:02:15Z,56659,2290,167,PT6M32S,7260000,392,7,Full Video,https://i.ytimg.com/vi/0Gbm2TwSklQ/hqdefault.jpg
j9DqxFEjxy8,Quality leggings You NEED for Under $25 // Cheap and Trendy Gym Clothes,02-10-2017,18:00:06Z,375275,11065,3089,PT9M41S,7260000,581,10,Full Video,https://i.ytimg.com/vi/j9DqxFEjxy8/hqdefault.jpg
B1RewTLN9EA,Top 5 Favorite Best HIGH Support Sports Bras,27-09-2017,18:00:00Z,191904,3514,290,PT9M,7260000,540,9,Full Video,https://i.ytimg.com/vi/B1RewTLN9EA/hqdefault.jpg
HxTE74qzxqk,Buying Amazon Activewear for my Dog,23-09-2017,14:00:01Z,136874,3271,241,PT7M4S,7260000,424,7,Full Video,https://i.ytimg.com/vi/HxTE74qzxqk/hqdefault.jpg
7DPsSD3qq_w,The Most Underrated Affordable Activewear // MyProtein Review,19-09-2017,14:00:01Z,171266,4090,283,PT6M57S,7260000,417,7,Full Video,https://i.ytimg.com/vi/7DPsSD3qq_w/hqdefault.jpg
x-SMWXXghE4,Til You Collapse // Affordable Pocket Legging and Shorts Review,15-09-2017,14:00:08Z,100291,2493,272,PT8M16S,7260000,496,8,Full Video,https://i.ytimg.com/vi/x-SMWXXghE4/hqdefault.jpg
oxPI6ZXlTkY,"Cheap and Trendy Swim Favorites // High Cut, Velvet, Off the Shoulder, Knot Top",11-09-2017,18:22:21Z,182533,4070,,PT9M26S,7260000,566,9,Full Video,https://i.ytimg.com/vi/oxPI6ZXlTkY/hqdefault.jpg
AS9mIxT-puU,What’s in my Gym Bag // Ft. Teddy Blake + Giveaway,07-09-2017,18:00:00Z,93662,2856,1799,PT10M29S,7260000,629,10,Full Video,https://i.ytimg.com/vi/AS9mIxT-puU/hqdefault.jpg
UaE2D_gdajE,First Time Working Out in a Singlet // Gymshark One Piece Review,03-09-2017,18:00:01Z,78757,2805,263,PT6M56S,7260000,416,7,Full Video,https://i.ytimg.com/vi/UaE2D_gdajE/hqdefault.jpg
Ta7k_INm5rc,HUGE Fabletics Gym Clothes Haul & Review Ft. Demi Lovato Line,30-08-2017,18:00:01Z,178462,4042,301,PT11M1S,7260000,661,11,Full Video,https://i.ytimg.com/vi/Ta7k_INm5rc/hqdefault.jpg
y695JQpbjAw,Aerie (By American Eagle) Activewear Try On Review,26-08-2017,14:00:04Z,181858,3910,284,PT9M27S,7260000,567,9,Full Video,https://i.ytimg.com/vi/y695JQpbjAw/hqdefault.jpg
d0I8jjmhSUg,SweetFlexx Review // Leggings that Tone your legs??,17-08-2017,18:00:02Z,62843,2422,288,PT8M5S,7260000,485,8,Full Video,https://i.ytimg.com/vi/d0I8jjmhSUg/hqdefault.jpg
jRLdhXqRXaU,Saski Collection by Tammy Hembrow Review // Sheer Leggings??,13-08-2017,01:22:13Z,358608,3776,486,PT7M34S,7260000,454,8,Full Video,https://i.ytimg.com/vi/jRLdhXqRXaU/hqdefault.jpg
kPdZQ5zq5Ts,"P'Tula Activewear Try On, In-Depth Review",09-08-2017,14:54:00Z,112702,2793,299,PT7M54S,7260000,474,8,Full Video,https://i.ytimg.com/vi/kPdZQ5zq5Ts/hqdefault.jpg
Sgj6Ylt713A,Cheap Walmart Activewear Haul and Review // Hit or Miss?,05-08-2017,18:00:30Z,375655,8863,617,PT13M6S,7260000,786,13,Full Video,https://i.ytimg.com/vi/Sgj6Ylt713A/hqdefault.jpg
fQX6KFoU7YY,"July Fitness Favorites // TJMaxx, Onzie, Yogalicious, Toned By Ashy Bines",31-07-2017,21:26:20Z,99147,2984,303,PT12M16S,7260000,736,12,Full Video,https://i.ytimg.com/vi/fQX6KFoU7YY/hqdefault.jpg
wR0eBSEwDXw,Reacting to Mean Comments *FUNNY* // HopeScope,16-07-2017,14:56:18Z,63536,4180,693,PT4M31S,7260000,271,5,Full Video,https://i.ytimg.com/vi/wR0eBSEwDXw/hqdefault.jpg
u6L1c6O7vXQ,"Old Navy Activewear // In-Depth Review, Try On",12-07-2017,17:58:20Z,194120,4758,363,PT8M51S,7260000,531,9,Full Video,https://i.ytimg.com/vi/u6L1c6O7vXQ/hqdefault.jpg
koh2DZO_uys,"Instagram Made Me Buy It FITNESS Edition // Senita, Bombshell, RedOlive, Relentless, and more",08-07-2017,14:00:05Z,204394,5267,415,PT11M8S,7260000,668,11,Full Video,https://i.ytimg.com/vi/koh2DZO_uys/hqdefault.jpg
AedAziqCUC4,Buff Bunny Collection Summer Review + Drama + How it Holds Up,28-06-2017,13:52:21Z,199608,3827,370,PT10M57S,7260000,657,11,Full Video,https://i.ytimg.com/vi/AedAziqCUC4/hqdefault.jpg
LXlgAfWMmcI,Best Fitness Subscription Box??? Fabletics? Yoga Club? Wantable? Ellie? Compared,25-06-2017,14:17:40Z,163892,3375,249,PT10M59S,7260000,659,11,Full Video,https://i.ytimg.com/vi/LXlgAfWMmcI/hqdefault.jpg
jrKk6g1L-zo,Husband Buys My Swimsuits // Huge RoseWholesale Haul,14-06-2017,13:47:25Z,488653,8808,491,PT8M54S,7260000,534,9,Full Video,https://i.ytimg.com/vi/jrKk6g1L-zo/hqdefault.jpg
idiHdrFfEMM,"2 FREE LEGGINGS??  Is PopFit Legit? In Depth Review, Try On",09-06-2017,12:55:47Z,142546,3034,379,PT6M8S,7260000,368,6,Full Video,https://i.ytimg.com/vi/idiHdrFfEMM/hqdefault.jpg
wjQRTUrRsMo,Affordable Amazon Leggings,25-05-2017,13:38:30Z,782102,15170,534,PT9M21S,7260000,561,9,Full Video,https://i.ytimg.com/vi/wjQRTUrRsMo/hqdefault.jpg
NPISXVH33HU,"Activewear Haul & Try On // Fabletics, May Ellie Unboxing, GymShark",19-05-2017,15:23:52Z,86846,1939,177,PT7M16S,7260000,436,7,Full Video,https://i.ytimg.com/vi/NPISXVH33HU/hqdefault.jpg
9XSoEDQJ8Zg,Victoria's Secret Activewear VS Lululemon // Try On In Depth Review,14-05-2017,12:29:52Z,322656,5758,404,PT10M21S,7260000,621,10,Full Video,https://i.ytimg.com/vi/9XSoEDQJ8Zg/hqdefault.jpg
2vnCxY0wuHU,Cheap and Trendy Swimsuits // Try On Review // Spring 2017 // Zaful,10-05-2017,13:50:37Z,249586,4700,279,PT7M26S,7260000,446,7,Full Video,https://i.ytimg.com/vi/2vnCxY0wuHU/hqdefault.jpg
aOYSItMzViY,Nikki Blackketter X GymShark Try On & In Depth Review,04-05-2017,15:39:00Z,79286,2141,249,PT6M25S,7260000,385,6,Full Video,https://i.ytimg.com/vi/aOYSItMzViY/hqdefault.jpg
01h5DkTUtEY,Healthy Grocery Staples // Making Healthy Eating Suck Less Epi. 2,30-04-2017,13:21:19Z,49476,2091,242,PT8M23S,7260000,503,8,Full Video,https://i.ytimg.com/vi/01h5DkTUtEY/hqdefault.jpg
0TrVnIAN7G4,Better Than the Flex Leggings?? GymShark Vs NUX Activewear,25-04-2017,12:09:49Z,153664,2846,257,PT8M33S,7260000,513,9,Full Video,https://i.ytimg.com/vi/0TrVnIAN7G4/hqdefault.jpg
YNrpOHiXSiU,$3 EBAY Activewear Try On *Disaster*,21-04-2017,13:48:36Z,502410,9260,489,PT8M29S,7260000,509,8,Full Video,https://i.ytimg.com/vi/YNrpOHiXSiU/hqdefault.jpg
AbVAiC-cloU,GymShark Leggings Vs Lululemon Leggings // In-depth Try On Review,12-04-2017,13:46:30Z,336439,4174,253,PT9M39S,7260000,579,10,Full Video,https://i.ytimg.com/vi/AbVAiC-cloU/hqdefault.jpg
If5uQnwjORY,Cheap and Trendy Crop Tops and Sports Bras // Try on // Spring 2017,03-04-2017,14:00:02Z,351184,6042,,PT8M21S,7260000,501,8,Full Video,https://i.ytimg.com/vi/If5uQnwjORY/hqdefault.jpg
RgtPPjtkK9I,One Piece SwimSuit LookBook // Spring,30-03-2017,12:04:41Z,78981,1239,126,PT2M23S,7260000,143,2,Shorts,https://i.ytimg.com/vi/RgtPPjtkK9I/hqdefault.jpg
cmB33WKwRiA,Better Bodies Try on and In Depth Review (Squat Tested),18-03-2017,09:13:36Z,51741,1728,154,PT5M45S,7260000,345,6,Full Video,https://i.ytimg.com/vi/cmB33WKwRiA/hqdefault.jpg
riKNH_RgQcw,Buff Bunny Collection Try on and Review // New Arrivals!,11-02-2017,06:46:21Z,111371,2016,220,PT5M41S,7260000,341,6,Full Video,https://i.ytimg.com/vi/riKNH_RgQcw/hqdefault.jpg
82kV-36oaJ4,Meet Leo the Labradoodle,08-02-2017,14:49:27Z,107977,5581,417,PT5M,7260000,300,5,Full Video,https://i.ytimg.com/vi/82kV-36oaJ4/hqdefault.jpg
5fIPSq2Qi3A,Lululemon vs Fabletics Haul and Review,29-01-2017,22:35:40Z,186047,2586,204,PT10M19S,7260000,619,10,Full Video,https://i.ytimg.com/vi/5fIPSq2Qi3A/hqdefault.jpg
sBd1ZSEHzZ0,Making Healthy Eating Suck Less : Episode 1 : FDOE,13-01-2017,14:25:19Z,58676,1651,148,PT7M19S,7260000,439,7,Full Video,https://i.ytimg.com/vi/sBd1ZSEHzZ0/hqdefault.jpg
qSp__oMR0-w,Lululemon Vs Zella Haul and Review,17-12-2016,18:23:02Z,88228,1792,216,PT12M31S,7260000,751,13,Full Video,https://i.ytimg.com/vi/qSp__oMR0-w/hqdefault.jpg
cP7cEG-e-t4,Alo Yoga Try On and Review || HopeScope,19-11-2016,17:28:50Z,94622,1946,196,PT8M30S,7260000,510,8,Full Video,https://i.ytimg.com/vi/cP7cEG-e-t4/hqdefault.jpg
RvKYOQy6-34,Lululemon vs Athleta Haul and Review,22-10-2016,09:18:50Z,244339,3483,453,PT10M54S,7260000,654,11,Full Video,https://i.ytimg.com/vi/RvKYOQy6-34/hqdefault.jpg
YR-02n-D-t8,Lake Powell Vlog,20-08-2016,04:35:46Z,111168,2265,509,PT12M48S,7260000,768,13,Full Video,https://i.ytimg.com/vi/YR-02n-D-t8/hqdefault.jpg
